StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q250_First Click,Q250_Last Click,Q250_Page Submit,Q250_Click Count,Qconsent,Qgender,Qbirth,QSEC,QEdu,QPension,Qpartner,Qbirthpartner,Qunderage,Qmotherdied,Qfatherdied,Qadvice,Qplanadvice,Qplan,Qplan_7_TEXT,Qknowmodes_1,Qknowmodes_3,Qknowmodes_4,QdifRVI_RP,QknowAPF_1,QknowAPF_2,QknowAPF_3,QknowAPF_4,QknowAPF_5,QknowAPF_6,QknowCS_3,QknowCS_4,QknowCS_5,QknowCS_6,QknowCS_7,QknowCS_8,QknowCS_9,QknowCS_10,QknowCS_11,QknowCS_12,QknowCS_13,QknowCS_14,QknowCS_15,QknowCS_16,QknowCS_17,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Qreadingcomp1,Qreadingcomp2,Qreadingcomp3,Q201_First Click,Q201_Last Click,Q201_Page Submit,Q201_Click Count,Qtime2_First Click,Qtime2_Last Click,Qtime2_Page Submit,Qtime2_Click Count,Qtime3_First Click,Qtime3_Last Click,Qtime3_Page Submit,Qtime3_Click Count,Qtime4_First Click,Qtime4_Last Click,Qtime4_Page Submit,Qtime4_Click Count,Qtime5_First Click,Qtime5_Last Click,Qtime5_Page Submit,Qtime5_Click Count,Qtime6_First Click,Qtime6_Last Click,Qtime6_Page Submit,Qtime6_Click Count,Qthink,Qprofileselect,Qprofileselect_7_TEXT,Qmodeorder_1,Qmodeorder_2,Qmodeorder_3,Qmodeorder_4,QPG,Qt1,QtimeV1_First Click,QtimeV1_Last Click,QtimeV1_Page Submit,QtimeV1_Click Count,Qt2,QtimeV2_First Click,QtimeV2_Last Click,QtimeV2_Page Submit,QtimeV2_Click Count,Qhealth_1,Qhealth_4,Qhealth_5,Qhealth_6,Qhealth_7,Qhealth_8,Q207,Q239,Q208,Q209,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q217,Q218,Q219,Q220,Q221,Q222,Q223,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Qmath1,Qmath2,Qmath3,Qmath4,Qmath5,Qrisk,Q240,Q241_1,Q241_2,Q241_3,Q241_4,Q241_5,Q241_6,SC0,Potsize,PotsizeK,Drawdown,tic,Q_TotalDuration,genderQ,econQ,mode1Q,mode2Q,pgQ,Treatment1,Treatment2,idQualtrics,genderBlock,incomeBlock,educationBlock,total_reward,risk_q_reward,treat1_reward,treat2_reward,treatment1,treatment2,clickedV1,clickedV2,PC,age_screen,name1,name2,name3,name4,name5,name6,pn1,Pn1,hn1,Hn1,verb1,verb2,verb3,noun1,clicked,pay10,pay11,pay12,pay13,pay14,pay15,pay16,pay17,pay18,pay19,pay110,pay111,pay112,pay113,pay114,pay115,pay21,pay22,pay23,pay24,pay25,pay26,pay27,pay28,pay29,pay210,pay211,pay212,pay213,pay214,treatv1,treatv2,largo1,largo2,Q179 - Topics
06/11/2018 06:41,06/11/2018 07:22,Dirección IP,163.247.79.155,100,2464,Verdadero,06/11/2018 07:22,R_sX8PtgykL9sSKZP,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1959,nivel2,Educación media completa o universitaria incompleta,No,Sí,1962,0,Sigue viva,Sigue vivo,No,Sí,Convertir los fondos en un Retiro Programado,,Malo,Muy malo,Muy malo,no se,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"8,295",96.59,"97,797",65,Verdadero,Falso,Si desea dejar herencia a personas que no son beneficiarios de su pensión,"9,502","43,935","45,253",14,"1,192","12,521",35.61,4,"28,635","28,635","29,644",1,0,0,"29,825",0,"24,558","24,558","25,465",1,0,0,"16,179",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name3} (Retiro Programado 1),,2,3,4,1,b,Opción 2,"18,031","52,403",53.3,9,Opción 1,"25,585","37,936","40,419",4,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,,,No sabe / No responde,Dentro de 12 meses,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Entre $120.000.000 y $125.000.000,Menos de 20 años,"10,000",50%probabilidades de ganar  $1.800 and 50% probabilidades de ganar $180,7,2,Averso al riesgo  0,1,Completamente preparado para tomar riesgos 10,1,5,2,50000,50,4,,2464,1,2,4,1,2,,,4786186,,,,9400,1800,1400,1200,control,treat2,0,0,,59,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,control,treat2,,,
06/11/2018 06:12,06/11/2018 07:29,Dirección IP,163.247.79.155,100,4637,Verdadero,06/11/2018 07:29,R_p9uiFLxnmMKkVlD,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1954,nivel3,Universitaria completa,No,Sí,1956,0,71-80,Sigue vivo,No,Sí,Otro (por favor especifique),no lo he decidido,"Ni bueno, ni malo","Ni bueno, ni malo","Ni bueno, ni malo","Renta Vitalicia es el mismo mono de pension hasta que me muera yo y mi beneficiario retiro programado, el monto de pension cambia todos los anos )generalmente es mas bajo","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"26,106","252,683","253,875",57,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados",4.26,"75,427","77,413",18,"145,164",154.31,"155,162",2,0,0,"97,684",0,0,0,"67,475",0,"1,375","1,387","103,534",2,"86,543","86,556","87,638",2,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name5} (Renta Temporal con Renta Vitalicia Diferida de 4 años),,3,4,2,1,b,Opción 1,"16,047","63,024","65,353",5,Opción 1,"5,283","99,732","100,679",11,De acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Hoy,Hoy,,,,,,,,,,,,Peor que al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,5,1,2,9,1,2,1,3,50000,50,4,,4637,2,3,4,3,2,,,1237334,,,,8240,540,1500,1200,treat2,treat4,0,0,,64,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1500,1400,1200,100,900,500,50,0,0,0,0,0,0,0,0,1500,1200,1400,900,500,100,50,0,0,0,0,0,0,0,0,treat2,treat4,,,
06/11/2018 06:20,06/11/2018 07:34,Dirección IP,163.247.79.121,100,4408,Verdadero,06/11/2018 07:34,R_1jZmuvPdZUZAaem,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1962,nivel3,Universitaria completa,No,No,,0,71-80,71-80,No,Sí,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,"Ni bueno, ni malo","Ni bueno, ni malo","Ni bueno, ni malo",la renta vitaklicia es fija y la paga uba Cia Seguros y la renta programada la paga la afp y varia porque se recalcula saldo.,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"17,735","300,894","304,207",45,Verdadero,Falso,"Su expectativa de vida,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","14,481","80,309","83,324",16,0.646,"23,372","131,731",7,"11,569","22,274","76,439",4,"5,149","12,612","50,384",4,7.2,"74,935","79,244",7,0,0,"38,377",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name4} (Retiro Programado 2),,1,4,2,3,a,Opción 1,"85,334","169,729","176,674",7,Opción 1,"161,787","173,486","175,786",8,"Ni de acuerdo, ni en desacuerdo",En desacuerdo,En desacuerdo,Totalmentede acuerdo,En desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Nunca se terminaría de pagar el crédito,"10,000",100% probabilidades de ganar $720,5,Averso al riesgo  0,Averso al riesgo  0,Completamente preparado para tomar riesgos 10,Completamente preparado para tomar riesgos 10,Averso al riesgo  0,Completamente preparado para tomar riesgos 10,3,50000,50,4,,4408,1,3,1,3,1,,,4905883,,,,8620,720,1500,1400,treat1,treat4,0,0,,56,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1400,1400,1500,1400,1400,1400,0,0,0,0,0,0,0,0,0,treat1,treat4,,,
06/11/2018 07:31,06/11/2018 07:55,Dirección IP,163.247.79.155,100,1432,Verdadero,06/11/2018 07:55,R_1et0yyhjSFJOZSQ,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1958,nivel4,Universitaria completa,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50000,50,4,,1432,,,,,,,,9283370,,,,,,,,,,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2018 07:40,06/11/2018 08:23,Dirección IP,163.247.79.121,100,2566,Verdadero,06/11/2018 08:23,R_2ggOPWq8IH90SdP,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1952,nivel4,Universitaria completa,No,Sí,,0,61-70,71-80,No,No,Convertir los fondos en una Renta Vitalicia,,Muy bueno,Muy bueno,Muy bueno,"propiedad de los fondos y monto de pensión constante o variable.  renta vitalicia pension fija y fondos de la cia de seguros. RP fondos del afiliado, pension se recalcula anualmente. RP herencia. RV no hay herencia, salvo periodo  garantizado.",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","4,852","280,035","281,887",61,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","7,123","68,312","72,889",21,30.24,"44,292","45,574",3,"23,752","23,752","24,525",1,"35,776",36.69,"37,539",2,"27,588","27,588","29,868",1,0,0,14.42,0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,4,1,2,3,b,Opción 1,"39,978","119,151","120,257",17,Opción 1,"2,518","30,718","32,003",5,De acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,En desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,100% probabilidades de ganar $720,4,Averso al riesgo  0,3,1,4,Averso al riesgo  0,5,4,50000,50,4,,2566,2,4,2,3,2,,,9251898,,,,8520,720,1400,1400,treat2,treat3,0,0,,66,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1400,1500,1200,900,500,100,50,0,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,treat2,treat3,,,
06/11/2018 07:36,06/11/2018 08:24,Dirección IP,163.247.79.121,100,2875,Verdadero,06/11/2018 08:24,R_pfymyc2noiPLvNf,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1955,nivel4,Universitaria completa,No,Sí,1940,0,Sigue viva,71-80,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,Muy bueno,Muy bueno,Muy bueno,renta vitalicia se Transfiere la totalidad de la cuenta individual a una compañia de seguros que paga una renta mensual hasta el dia que fallezca el pensionado retiro programado el  saldo lo administra la afp y anualmente se recalcula la pension,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","7,679","292,163","294,627",57,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","19,263","89,519","92,008",19,"9,092","23,229","37,339",6,"10,501",29.13,"32,775",3,"7,449","22,208","25,596",6,"11,118","22,463",32.1,3,0,0,9.02,0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name5} (Renta Temporal con Renta Vitalicia Diferida de 4 años),,4,2,3,1,b,Opción 2,"43,514","78,352","82,624",8,Opción 1,"40,666","53,275","56,249",4,De acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,En desacuerdo,En desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar  $2.160 and 50% probabilidades de ganar  $0,5,Averso al riesgo  0,Averso al riesgo  0,Averso al riesgo  0,4,1,5,4,50000,50,4,,2875,2,4,4,2,2,,,2006084,,,,9760,2160,1400,1200,control,treat2,0,0,,63,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1500,1400,1200,900,50,500,100,0,0,0,0,0,0,0,0,1500,1200,1400,900,500,100,50,0,0,0,0,0,0,0,0,control,treat2,,,
06/11/2018 07:31,06/11/2018 08:25,Dirección IP,163.247.79.155,100,3267,Verdadero,06/11/2018 08:25,R_2Vf17vjkq1DAFnj,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1955,nivel4,Universitaria completa,No,No,,0,81-90,Más de 90,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,"Ni bueno, ni malo","Ni bueno, ni malo","Ni bueno, ni malo","retiro programado se mantiene o los fondos en la AFP, continuo siendo propietaria de mis fondos, y asumo el riego de sobrevda. Renta vitalicia traspaso los fondos a una compania de seguro de vda, pierdo la propiedad de los fondos, pero mantengo una pension estable en el tiempo.","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"11,148","207,301",207.8,67,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión","15,223","52,764","67,618",13,"2,697","42,546","45,954",4,57.71,57.71,"58,304",1,"40,765","40,765","41,564",1,"30,872","30,872","31,629",1,0,0,"20,203",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name2} (Renta Temporal con Renta Vitalicia Diferida de 2 años),,4,3,1,2,a,Opción 2,36.48,"100,578","104,085",7,Opción 2,"14,257","97,387","99,229",21,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,De acuerdo,De acuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Totalmente de acuerdo,Más de $125.000.000,Entre 30 y 40 años,10000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,5,2,4,7,4,4,2,4,50000,50,4,,3267,2,4,3,4,1,,,7130268,,,,8140,540,1400,1200,control,treat4,0,0,,63,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,control,treat4,,,
06/11/2018 07:31,06/11/2018 08:27,Dirección IP,163.247.79.155,100,3326,Verdadero,06/11/2018 08:27,R_3pmanylcfukTlsz,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1963,nivel4,Universitaria completa,No,Sí,1965,0,50 o menos,81-90,No,Sí,Convertir los fondos en una Renta Vitalicia,,Muy malo,Muy malo,Muy malo,no se,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,No lo conozco,1.58,54.47,"55,359",62,Verdadero,Falso,"Su expectativa de vida,Su nivel de deuda actual,Si desea contratar Períodos Garantizados","1,757","53,818","54,926",19,0.986,"39,786","43,476",13,"2,668","26,033","27,795",5,"6,888","14,439","29,416",3,"4,683","38,077","38,911",4,"1,159","1,159",17.9,1,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,4,1,2,3,a,Opción 1,"6,508","50,794","50,838",28,Opción 4,9.74,"46,789","48,752",9,En desacuerdo,Totalmentede acuerdo,Totalmentede acuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,Totalmente de acuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,Averso al riesgo  0,Averso al riesgo  0,Averso al riesgo  0,Averso al riesgo  0,Averso al riesgo  0,9,Averso al riesgo  0,4,50000,50,4,,3326,1,4,2,3,1,,,2858957,,,,8780,1080,1500,1200,treat3,treat4,0,0,,55,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,900,1200,500,100,50,0,0,0,0,0,0,0,0,1500,1400,900,500,1200,100,50,0,0,0,0,0,0,0,0,treat3,treat4,,,
06/11/2018 07:40,06/11/2018 08:29,Dirección IP,163.247.79.155,100,2988,Verdadero,06/11/2018 08:29,R_22EaeUjo5yudVQK,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1963,nivel4,Universitaria completa,No,Sí,1969,2,81-90,81-90,No,Sí,Convertir los fondos en un Retiro Programado,,Bueno,Bueno,"Ni bueno, ni malo","En renta vitalicia mis fondos son traspasados a una compania de seguros la cual me pagara un monto en uf fijo de por vida como pension, en caso de muerte mi fondo no queda como herencia. En retiro programado mis fondos se mantienen en los fondos de pensiones, la pension que me pagaran va variando en el tiempo dependiendo de mi disponibilidad de recursos y de la rentabilidad que tenga el fondo, en caso de muerte mis fondos quedan como herencia.",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Lo conozco bien,No lo conozco,No lo conozco,"Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal",No lo conozco,No lo conozco,"6,904","276,496","277,603",58,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual","9,858","50,977","52,271",14,"27,123","27,123","80,469",1,0,0,"40,021",0,0,0,"48,731",0,0,0,"32,085",0,0,0,"18,867",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name4} (Retiro Programado 2),,1,2,3,4,a,Opción 7,"26,813",30.93,33.13,4,Opción 1,"10,382","12,187","15,756",3,"Ni de acuerdo, ni en desacuerdo",En desacuerdo,Totalmenteen desacuerdo,De acuerdo,En desacuerdo,"Ni de acuerdo, ni en desacuerdo",Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,100% probabilidades de ganar $720,3,3,3,7,4,3,5,4,50000,50,4,,2988,1,4,1,2,1,,,731406,,,,6920,720,0,1200,treat1,treat2,0,0,,55,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1200,1400,900,500,100,0,100,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,treat1,treat2,,,
06/11/2018 07:30,06/11/2018 08:30,Dirección IP,163.247.79.155,100,3587,Verdadero,06/11/2018 08:30,R_eJ9vvRWV6N1DQsh,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1963,nivel4,Universitaria completa,No,Sí,1958,0,Sigue viva,Sigue vivo,No,No,Convertir los fondos en un Retiro Programado,,Muy bueno,Muy bueno,Muy bueno,el retiro programado se calcula en base al saldo acumulado por el afiliado en base a su expectativa de vida y la de sus beneficiarios. En esta modalidad el afiliado asume el riesgo de sobrevida y el riesgo financiero. el afiliado qpor una renta vitalicia puede cambiar la modalidad de pension. En la renta vitalicia el saldo del afiliado se transfiere a una CSV de su eleccion la que le ofrece el pago de una pension fija en uf hasta su fallecimiento y la pension de referencia para sus beneficiarios legales.la CSV asume el riesgo de sobrevida y financiero. La RV no permite cambio de modalidad.,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",5.9,"470,272",472.18,105,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Si desea contratar Períodos Garantizados","4,635","40,417","41,564",18,"1,283",23.42,"32,702",11,"1,517","9,848","25,467",5,"1,155","12,085","37,339",3,"12,052","20,619","22,283",3,"38,827","39,824","41,825",3,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name4} (Retiro Programado 2),,1,4,3,2,a,Opción 2,"40,712","54,485","60,885",5,Opción 1,"32,124","33,669","41,682",3,Totalmentede acuerdo,En desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Hoy,,,,Dentro de 12 meses,Dentro de 12 meses,,Mejor que el promedio,De acuerdo,Menos de  $120.000.000,Entre 20 y 30 años,"10,000",50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,Averso al riesgo  0,5,Averso al riesgo  0,1,1,1,1,4,50000,50,4,,3587,2,4,1,4,1,,,8204350,,,,8440,540,1500,1400,control,treat2,0,0,,55,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1400,1500,1200,900,500,100,50,0,0,0,0,0,0,0,0,1400,1400,1500,1400,1400,1400,0,0,0,0,0,0,0,0,0,control,treat2,,,
